type,dust,wr,games,duration,card_0,card_1,card_2,card_3,card_4,card_5,card_6,card_7,card_8,card_9,card_10,card_11,card_12,card_13,card_14,card_15,card_16,card_17,card_18,card_19,card_20,card_21,card_22,card_23,card_24,card_25,card_26,card_27,card_28,card_29,wins,hero
Highlander Mage,20420,0.517,2900,8.9,Elemental Evocation,Arcane Breath,Ray of Frost,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Amplifier,Arcane Intellect,Frost Nova,SN1P-SN4P,Stargazer Luna,Arcane Keysmith,Bone Wraith,Conjurer's Calling,Twilight Drake,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Khartut Defender,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Siamat,Power of Creation,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Mountain Giant,1499.3,Mage
Highlander Mage,19520,0.517,9500,8.2,Arcane Breath,Ray of Frost,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Intellect,Frost Nova,SN1P-SN4P,Stargazer Luna,Arcane Keysmith,Bone Wraith,Fireball,Spellbreaker,Twilight Drake,Boompistol Bully,"Malygos, Aspect of Magic",Naga Sand Witch,Zilliax,Blizzard,Dragoncaster,Reno the Relicologist,Luna's Pocket Galaxy,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Puzzle Box of Yogg-Saron,Pyroblast,4911.5,Mage
Highlander Mage,20740,0.517,1900,8.6,Arcane Breath,Ray of Frost,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Amplifier,Arcane Intellect,Frost Nova,SN1P-SN4P,Stargazer Luna,Conjurer's Calling,Dragonmaw Poacher,Polymorph,Twilight Drake,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Puzzle Box of Yogg-Saron,Mountain Giant,982.3000000000001,Mage
Highlander Mage,20320,0.516,1300,8.5,Ray of Frost,Zephrys the Great,Arcane Intellect,Bad Luck Albatross,Frost Nova,Messenger Raven,SN1P-SN4P,Stargazer Luna,Arcane Keysmith,Azure Explorer,Conjurer's Calling,Dragonmaw Poacher,Escaped Manasaber,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Khartut Defender,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Puzzle Box of Yogg-Saron,The Amazing Reno,Mountain Giant,670.8000000000001,Mage
Galakrond Rogue,9260,0.516,1100,8.5,Backstab,Shadowstep,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Edwin VanCleef,EVIL Miscreant,Seal Fate,SI:7 Agent,Devoted Maniac,Lifedrinker,Spirit of the Shark,Leeroy Jenkins,Shield of Galakrond,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,,,567.6,Rogue
Embiggen Druid,8200,0.513,2400,7.3,Embiggen,Acornbearer,Breath of Dreams,Crystal Merchant,Faerie Dragon,Vicious Scalehide,Nightmare Amalgam,Savage Roar,SN1P-SN4P,Evasive Feywing,Spellbreaker,Faceless Corruptor,Leeroy Jenkins,Oasis Surger,Zilliax,Emerald Explorer,Evasive Wyrm,,,,,,,,,,,,,,1231.2,Druid
Galakrond Warrior,8600,0.513,7000,8.8,Inner Rage,Eternium Rover,Town Crier,Whirlwind,Armorsmith,Battle Rage,Ritual Chopper,Acolyte of Pain,Awaken!,Bloodsworn Mercenary,EVIL Quartermaster,Livewire Lance,Devoted Maniac,Scion of Ruin,Leeroy Jenkins,Shield of Galakrond,Kronx Dragonhoof,"Galakrond, the Unbreakable",,,,,,,,,,,,,3591.0,Warrior
Galakrond Rogue,10560,0.512,3400,8.3,Backstab,Shadowstep,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Edwin VanCleef,EVIL Miscreant,Seal Fate,Devoted Maniac,Boompistol Bully,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,,,1740.8,Rogue
Galakrond Rogue,11080,0.511,1300,8.9,Backstab,Dragon's Hoard,Pharaoh Cat,Praise Galakrond!,Underbelly Fence,Blink Fox,Edwin VanCleef,Seal Fate,SI:7 Agent,Devoted Maniac,Hench-Clan Burglar,Vendetta,Shield of Galakrond,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",Tess Greymane,,,,,,,,,,,,,664.3000000000001,Rogue
Quest Resurrect Priest,10400,0.511,1000,11.3,Forbidden Words,Activate the Obelisk,Penance,Seance,Breath of the Infinite,Shadow Word: Death,Archmage Vargoth,Mass Dispel,Psychopomp,Convincing Infiltrator,Mass Hysteria,Sandhoof Waterbearer,Zilliax,Khartut Defender,Batterhead,Catrina Muerte,Mass Resurrection,Plague of Death,,,,,,,,,,,,,511.0,Priest
Highlander Mage,20720,0.511,2000,8.1,Elemental Evocation,Arcane Breath,Ray of Frost,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Amplifier,Arcane Intellect,Frost Nova,SN1P-SN4P,Stargazer Luna,Arcane Keysmith,Bone Wraith,Conjurer's Calling,Twilight Drake,Boompistol Bully,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Reno the Relicologist,Luna's Pocket Galaxy,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Mountain Giant,1022.0,Mage
Highlander Mage,20720,0.509,1400,9.2,Arcane Breath,Ray of Frost,Acidic Swamp Ooze,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Intellect,Frost Nova,SN1P-SN4P,Stargazer Luna,Arcane Keysmith,Bone Wraith,Conjurer's Calling,Spellbreaker,Twilight Drake,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Mountain Giant,712.6,Mage
Quest Druid,9360,0.509,15000,9.5,Innervate,Untapped Potential,Worthy Expedition,Breath of Dreams,Crystal Merchant,Wrath,Ferocious Howl,Wardruid Loti,Flobbidinous Floop,Swipe,Twilight Drake,Anubisath Defender,Oasis Surger,Starfall,Emerald Explorer,Hidden Oasis,Nourish,"Ysera, Unleashed",,,,,,,,,,,,,7635.0,Druid
Highlander Mage,16060,0.508,1800,10.1,Arcane Breath,Ray of Frost,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Intellect,Frost Nova,SN1P-SN4P,Arcane Keysmith,Bone Wraith,Conjurer's Calling,Escaped Manasaber,Spellbreaker,Twilight Drake,Big Ol' Whelp,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Khartut Defender,Reno the Relicologist,Flamestrike,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Puzzle Box of Yogg-Saron,The Amazing Reno,914.4,Mage
Embiggen Druid,8320,0.508,3400,7.9,Embiggen,Acornbearer,Breath of Dreams,Crystal Merchant,Firetree Witchdoctor,Vicious Scalehide,Nightmare Amalgam,Savage Roar,SN1P-SN4P,Spellbreaker,Big Ol' Whelp,Faceless Corruptor,Leeroy Jenkins,Oasis Surger,Zilliax,Emerald Explorer,Evasive Wyrm,,,,,,,,,,,,,,1727.2,Druid
Galakrond Rogue,20200,0.507,1900,8.5,Backstab,Shadowstep,Dragon's Hoard,Pharaoh Cat,Praise Galakrond!,Betrayal,Eviscerate,Sap,Underbelly Fence,Zephrys the Great,Blink Fox,Edwin VanCleef,EVIL Miscreant,Seal Fate,SN1P-SN4P,Archmage Vargoth,Devoted Maniac,Hench-Clan Burglar,Spirit of the Shark,Vendetta,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",Siamat,Dragonqueen Alexstrasza,963.3000000000001,Rogue
Galakrond Rogue,15940,0.504,1700,8.3,Backstab,Shadowstep,Bloodsail Flybooter,Dragon's Hoard,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Underbelly Fence,Zephrys the Great,Blink Fox,Edwin VanCleef,EVIL Miscreant,Necrium Blade,Seal Fate,Devoted Maniac,Hench-Clan Burglar,Vendetta,Faceless Corruptor,Leeroy Jenkins,Necrium Apothecary,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,Mechanical Whelp,"Galakrond, the Nightmare",Anubisath Warbringer,Dragonqueen Alexstrasza,856.8,Rogue
Embiggen Druid,9800,0.502,1800,6.7,Embiggen,Strength in Numbers,Breath of Dreams,Faerie Dragon,Injured Tol'vir,SN1P-SN4P,Dragonmaw Poacher,Evasive Feywing,Frizz Kindleroost,Swipe,Big Ol' Whelp,Leeroy Jenkins,Oasis Surger,Zilliax,Emerald Explorer,Evasive Wyrm,Winged Guardian,"Ysera, Unleashed",,,,,,,,,,,,,903.6,Druid
Galakrond Warrior,11320,0.501,7400,8.0,Eternium Rover,Town Crier,Cruel Taskmaster,Ritual Chopper,Acolyte of Pain,Awaken!,Bomb Wrangler,Clockwork Goblin,EVIL Quartermaster,SN1P-SN4P,Devoted Maniac,Scion of Ruin,Wrenchcalibur,Shield of Galakrond,Zilliax,Kronx Dragonhoof,Blastmaster Boom,"Galakrond, the Unbreakable",,,,,,,,,,,,,3707.4,Warrior
Galakrond Rogue,12520,0.501,1100,9.5,Backstab,Dragon's Hoard,Pharaoh Cat,Pilfer,Praise Galakrond!,Underbelly Fence,Edwin VanCleef,EVIL Miscreant,Seal Fate,SN1P-SN4P,Devoted Maniac,Hench-Clan Burglar,Vendetta,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,,551.1,Rogue
Galakrond Rogue,16900,0.5,1100,8.8,Backstab,Shadowstep,Bazaar Burglary,Pharaoh Cat,Praise Galakrond!,Eviscerate,Licensed Adventurer,Questing Explorer,Sap,Zephrys the Great,Edwin VanCleef,EVIL Miscreant,Seal Fate,SN1P-SN4P,Devoted Maniac,Sky Gen'ral Kragg,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,550.0,Rogue
Highlander Mage,20880,0.49200000000000005,1200,8.9,Elemental Evocation,Arcane Breath,Ray of Frost,Book of Specters,Doomsayer,Zephrys the Great,Arcane Amplifier,Arcane Intellect,Frost Nova,Nightmare Amalgam,SN1P-SN4P,Stargazer Luna,Arcane Keysmith,Conjurer's Calling,Polymorph,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Reno the Relicologist,Animated Avalanche,Flamestrike,Luna's Pocket Galaxy,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Puzzle Box of Yogg-Saron,590.4000000000001,Mage
Galakrond Rogue,9140,0.49200000000000005,2600,9.0,Backstab,Preparation,Praise Galakrond!,EVIL Cable Rat,Eviscerate,Novice Engineer,Edwin VanCleef,EVIL Miscreant,Questing Adventurer,Seal Fate,SI:7 Agent,Devoted Maniac,Spirit of the Shark,Umbral Skulker,Leeroy Jenkins,Shield of Galakrond,Heistbaron Togwaggle,"Galakrond, the Nightmare",Sprint,,,,,,,,,,,,1279.2,Rogue
Galakrond Rogue,11480,0.48,1100,7.9,Backstab,Shadowstep,Pharaoh Cat,Praise Galakrond!,Eviscerate,Skyvateer,Edwin VanCleef,Questing Adventurer,Seal Fate,Devoted Maniac,Umbral Skulker,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,,,528.0,Rogue
Token Druid,17080,0.475,1500,7.1,Acornbearer,Treenforcements,Breath of Dreams,Crystal Merchant,Dendrologist,Power of the Wild,Shrubadier,Zephrys the Great,BEEEES!!!,Blessing of the Ancients,Landscaping,Savage Roar,SN1P-SN4P,Archmage Vargoth,Flobbidinous Floop,Garden Gnome,Soul of the Forest,Swipe,Wispering Woods,Aeroponics,Anubisath Defender,Elise the Enlightened,Force of Nature,Zilliax,Tending Tauren,Goru the Mightree,The Forest's Aid,Dragonqueen Alexstrasza,Mulchmuncher,Onyxia,712.5,Druid
Highlander Mage,14980,0.47100000000000003,2200,10.9,Ray of Frost,Acidic Swamp Ooze,Doomsayer,Frostbolt,Zephrys the Great,Acolyte of Pain,Arcane Intellect,Flame Ward,Frost Nova,Messenger Raven,Mind Control Tech,Voodoo Doll,Azure Explorer,Fireball,Polymorph,Sandbinder,Spellbreaker,Water Elemental,Barista Lynchen,Dragonmaw Scorcher,Rolling Fireball,Zilliax,Blizzard,Khartut Defender,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Siamat,Dragonqueen Alexstrasza,Kalecgos,1036.2,Mage
Embiggen Druid,6840,0.46,1000,8.0,Embiggen,Breath of Dreams,Crystal Merchant,Faerie Dragon,Firetree Witchdoctor,Tasty Flyfish,Nightmare Amalgam,Scalerider,Evasive Feywing,Frizz Kindleroost,Scaleworm,Big Ol' Whelp,Oasis Surger,Zilliax,Emerald Explorer,Evasive Wyrm,,,,,,,,,,,,,,,460.0,Druid
Mech Paladin,3800,0.439,1200,6.8,Argent Squire,Blazing Battlemage,Brazen Zealot,Righteous Cause,Air Raid,Knife Juggler,Microtech Controller,Sky Claw,Sword of Justice,Cult Master,Explodinator,Hench-Clan Hag,Faceless Corruptor,Frostwolf Warlord,Sea Giant,,,,,,,,,,,,,,,,526.8,Paladin
Highlander Mage,15200,0.391,1500,8.9,Arcane Breath,Daring Fire-Eater,Elemental Allies,Violet Spellwing,Frostbolt,Spirit of the Dragonhawk,Youthful Brewmaster,Zephrys the Great,Arcane Amplifier,Arcane Intellect,Nightmare Amalgam,Pyromaniac,Azure Explorer,Fireball,Polymorph,Water Elemental,Big Ol' Whelp,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Reno the Relicologist,"Jan'alai, the Dragonhawk",Siamat,Power of Creation,Dragonqueen Alexstrasza,Sathrovarr,Kalecgos,Puzzle Box of Yogg-Saron,Mountain Giant,586.5,Mage
